customer_id,company_name,industry,cloud_provider,company_size,region,subscription_plan
82,Powell-Flores,Retail,AWS,Large,Asia Pacific,Enterprise
83,Lyons-Carlson,Manufacturing,Azure,Large,North America,Standard
84,Elliott-Lawson,Retail,AWS,Large,North America,Standard
85,Fleming-Riddle,Manufacturing,Azure,Large,Asia Pacific,Premium
86,Bowen-Wilson,Manufacturing,Google Cloud,Small,South America,Enterprise
87,"Anderson, Lee and Guerra",Healthcare,Azure,Small,South America,Standard
88,Patterson Inc,Manufacturing,Google Cloud,Medium,Asia Pacific,Premium
89,Conner-Warner,Finance,Google Cloud,Large,Asia Pacific,Enterprise
90,Ferguson Inc,Finance,Google Cloud,Large,Asia Pacific,Enterprise
91,Taylor LLC,Technology,Azure,Enterprise,Asia Pacific,Enterprise
92,"Williams, Brown and Martin",Healthcare,AWS,Enterprise,South America,Enterprise
93,"Martinez, Cordova and Rogers",Healthcare,Google Cloud,Large,South America,Enterprise
94,Garcia-Wilson,Finance,Azure,Large,Europe,Premium
95,"Colon, Park and Brewer",Manufacturing,Google Cloud,Large,South America,Premium
96,Wilson-Smith,Technology,Google Cloud,Medium,South America,Enterprise
97,Rich-Richards,Healthcare,Google Cloud,Small,Asia Pacific,Enterprise
98,Torres-Silva,Manufacturing,Azure,Small,Europe,Enterprise
99,Cook-Leon,Retail,AWS,Medium,Europe,Standard
100,"Gordon, Harris and Castro",Finance,AWS,Enterprise,North America,Premium
101,Lewis-Choi,Technology,Google Cloud,Medium,South America,Premium
102,"Smith, Cole and Glenn",Technology,AWS,Medium,North America,Standard
103,Martin-Brennan,Technology,AWS,Medium,South America,Standard
104,"Cook, Melendez and Pacheco",Manufacturing,AWS,Small,South America,Standard
105,Russell Inc,Technology,Google Cloud,Large,South America,Enterprise
106,Bennett Group,Manufacturing,Azure,Enterprise,Europe,Enterprise
107,Salazar and Sons,Technology,Azure,Large,Europe,Enterprise
108,"Lara, Deleon and Mosley",Retail,Google Cloud,Enterprise,Europe,Premium
109,Lopez-Dudley,Technology,AWS,Large,Europe,Premium
110,"Pratt, Wheeler and Hill",Retail,Azure,Small,Europe,Standard
111,Wright Group,Healthcare,Azure,Medium,Europe,Standard
112,Rodriguez-Schmidt,Technology,Azure,Large,South America,Premium
113,Murphy-Lawrence,Finance,AWS,Enterprise,South America,Enterprise
114,"Webster, West and Dawson",Finance,Google Cloud,Enterprise,South America,Standard
115,"Smith, Ferrell and Rose",Retail,Azure,Enterprise,South America,Enterprise
116,Washington-Woods,Manufacturing,Google Cloud,Medium,South America,Standard
117,"Lewis, Novak and Mcclain",Retail,Azure,Enterprise,North America,Premium
118,"Lowe, Gregory and Rivera",Retail,Google Cloud,Enterprise,Europe,Premium
119,Peterson and Sons,Healthcare,Google Cloud,Small,South America,Enterprise
120,Riggs PLC,Manufacturing,Google Cloud,Small,North America,Enterprise
121,Warren-Petty,Technology,AWS,Enterprise,Europe,Standard
122,"Russell, Mcfarland and Pearson",Retail,Azure,Large,Europe,Premium
123,Molina LLC,Retail,Azure,Enterprise,Asia Pacific,Premium
124,Barnett Ltd,Retail,AWS,Enterprise,North America,Enterprise
125,"Lawson, Moss and Sparks",Manufacturing,AWS,Large,Europe,Enterprise
126,Woods-Skinner,Finance,Google Cloud,Small,North America,Standard
127,"Jensen, Bird and Franklin",Healthcare,AWS,Medium,Europe,Standard
128,Hancock-Melendez,Technology,Google Cloud,Small,Europe,Premium
129,Rodriguez LLC,Retail,Azure,Medium,North America,Standard
130,Taylor-Beck,Retail,AWS,Small,Asia Pacific,Enterprise
131,"Stone, Richards and Torres",Technology,Azure,Medium,North America,Enterprise
132,"Roberts, Jones and Thompson",Healthcare,AWS,Large,North America,Enterprise
133,Carr-Shepherd,Finance,Azure,Enterprise,Asia Pacific,Standard
134,Williams and Sons,Manufacturing,Google Cloud,Large,North America,Premium
135,Schroeder LLC,Technology,AWS,Enterprise,Asia Pacific,Enterprise
136,Richards-Sanchez,Technology,Google Cloud,Medium,South America,Standard
137,"Wood, Ward and Brown",Manufacturing,Google Cloud,Large,South America,Premium
138,Peterson Ltd,Technology,Google Cloud,Large,Asia Pacific,Standard
139,"Burgess, Hogan and Schwartz",Finance,Azure,Enterprise,Europe,Premium
140,Carlson-Murillo,Manufacturing,Google Cloud,Enterprise,Asia Pacific,Standard
141,Peterson Group,Technology,Azure,Medium,South America,Standard
142,Burgess-Flores,Retail,Azure,Large,Asia Pacific,Enterprise
143,Ramsey LLC,Retail,Google Cloud,Small,Europe,Standard
144,"Martinez, Mahoney and Butler",Healthcare,Google Cloud,Enterprise,South America,Enterprise
145,Lopez LLC,Healthcare,Google Cloud,Enterprise,South America,Premium
146,"Torres, Kaiser and Evans",Finance,AWS,Large,Europe,Premium
147,"Duran, Lopez and Clark",Healthcare,Azure,Large,South America,Enterprise
148,Ruiz-Evans,Manufacturing,Azure,Enterprise,Asia Pacific,Premium
149,"Anderson, Rose and Shaw",Technology,Azure,Large,Asia Pacific,Standard
150,"Garrett, Wells and Hampton",Finance,Google Cloud,Medium,Asia Pacific,Standard
151,"Ferguson, Atkinson and Silva",Manufacturing,Google Cloud,Medium,Europe,Standard
152,"Nunez, Rogers and Horne",Technology,Azure,Large,North America,Standard
153,"Mitchell, Clark and Henderson",Retail,AWS,Large,Europe,Premium
154,"Foster, Smith and Steele",Finance,Google Cloud,Medium,Asia Pacific,Standard
155,"Alvarado, Wall and Sanders",Finance,Google Cloud,Large,Europe,Enterprise
156,"Reed, Hoffman and Walter",Technology,AWS,Small,Asia Pacific,Premium
157,"Golden, Wise and Johnson",Technology,Azure,Large,Europe,Standard
158,Hayes Ltd,Retail,Azure,Small,North America,Premium
159,Johnson Group,Technology,AWS,Small,Europe,Standard
160,"Norman, Harding and Barker",Manufacturing,Azure,Small,Europe,Standard
161,Hart-Jones,Manufacturing,Azure,Medium,South America,Premium
162,Casey PLC,Technology,Azure,Enterprise,Asia Pacific,Enterprise
163,Freeman and Sons,Manufacturing,AWS,Small,Europe,Enterprise
164,Smith LLC,Healthcare,Azure,Small,Europe,Standard
165,Morgan-Todd,Healthcare,Google Cloud,Small,Europe,Standard
166,Anderson Ltd,Technology,Azure,Enterprise,Asia Pacific,Standard
167,Barnett PLC,Healthcare,Azure,Large,South America,Standard
168,Chan Inc,Healthcare,Azure,Medium,South America,Standard
169,Smith LLC,Manufacturing,AWS,Medium,Asia Pacific,Standard
170,"Obrien, Ramirez and White",Finance,AWS,Medium,Asia Pacific,Enterprise
171,Mccarthy-Pierce,Manufacturing,Azure,Enterprise,North America,Premium
172,Chambers-Spence,Retail,Google Cloud,Enterprise,Asia Pacific,Enterprise
173,Valdez-Clark,Manufacturing,Azure,Enterprise,North America,Enterprise
174,Arnold-Scott,Finance,Azure,Large,Asia Pacific,Standard
175,"Taylor, Moore and Johnson",Finance,AWS,Small,Asia Pacific,Enterprise
176,Robinson-Ruiz,Finance,AWS,Enterprise,South America,Premium
177,"Clark, Crosby and Maddox",Healthcare,Google Cloud,Enterprise,South America,Standard
178,"Sweeney, Nelson and Hughes",Technology,Azure,Enterprise,Asia Pacific,Premium
179,Campbell-Gregory,Finance,AWS,Large,South America,Enterprise
180,Greene Ltd,Technology,Azure,Enterprise,North America,Premium
181,Knight Group,Finance,Azure,Large,Asia Pacific,Standard
182,"Gardner, Jones and Howell",Technology,Google Cloud,Small,South America,Premium
183,Cook-Thompson,Finance,AWS,Large,South America,Enterprise
184,Dominguez-Mitchell,Technology,AWS,Medium,Asia Pacific,Enterprise
185,"Palmer, Cole and Zimmerman",Healthcare,Azure,Enterprise,South America,Standard
186,Parker-Sanchez,Finance,Google Cloud,Medium,Europe,Premium
187,Brewer-Callahan,Manufacturing,AWS,Enterprise,North America,Standard
188,Ramsey LLC,Finance,Azure,Small,Europe,Premium
189,"Olsen, Watkins and Anderson",Retail,Google Cloud,Large,South America,Premium
190,"Strong, Harrison and Knight",Technology,AWS,Enterprise,Europe,Premium
191,"Thompson, Adams and Leon",Healthcare,Google Cloud,Medium,North America,Premium
192,"Reyes, Hughes and Warren",Technology,Azure,Large,North America,Premium
193,Stein Ltd,Retail,Google Cloud,Enterprise,Europe,Premium
194,"Brown, Smith and Carpenter",Manufacturing,Azure,Large,Asia Pacific,Enterprise
195,Duran Ltd,Manufacturing,Azure,Enterprise,Asia Pacific,Standard
196,Schwartz Group,Healthcare,Google Cloud,Enterprise,Europe,Premium
197,"Murphy, Sherman and Sharp",Finance,Azure,Enterprise,South America,Premium
198,Bradley-Ward,Healthcare,Azure,Small,Europe,Enterprise
199,Bradshaw-Lyons,Manufacturing,Azure,Small,South America,Standard
200,Smith-Lutz,Manufacturing,Azure,Small,Europe,Premium
201,Simpson-Robinson,Healthcare,AWS,Enterprise,Asia Pacific,Premium
202,Huynh Group,Manufacturing,Google Cloud,Enterprise,North America,Premium
203,Lee-Diaz,Manufacturing,Azure,Large,South America,Enterprise
204,Jacobs-Potts,Finance,Google Cloud,Small,Europe,Enterprise
205,Bender-Pearson,Retail,AWS,Small,South America,Standard
206,"Dunn, Melendez and Salazar",Finance,Azure,Medium,Asia Pacific,Standard
207,"Kim, Young and Lloyd",Finance,Azure,Small,Asia Pacific,Premium
208,Hoffman-Williams,Retail,Azure,Medium,Europe,Enterprise
209,"Payne, Smith and Carter",Technology,Google Cloud,Medium,Europe,Standard
210,"Reynolds, Contreras and Young",Finance,Google Cloud,Enterprise,Europe,Premium
211,"Singleton, Banks and Walker",Manufacturing,AWS,Medium,South America,Enterprise
212,Coleman-Brown,Retail,Azure,Large,North America,Premium
213,"Harrison, Reed and Mathews",Retail,Google Cloud,Medium,North America,Premium
214,Martinez Group,Retail,Google Cloud,Large,South America,Enterprise
215,Meyer-Beard,Retail,Azure,Large,Europe,Premium
216,Gonzalez-Kemp,Technology,AWS,Medium,South America,Enterprise
217,"Mathews, Robbins and Walker",Retail,Google Cloud,Large,Asia Pacific,Standard
218,"Brown, Zimmerman and Hardy",Technology,Azure,Small,North America,Enterprise
219,Wheeler-Stark,Technology,Azure,Medium,Asia Pacific,Standard
220,Moses PLC,Healthcare,Google Cloud,Large,Europe,Enterprise
221,"Vega, Costa and Jimenez",Finance,Google Cloud,Small,Asia Pacific,Premium
222,"Chen, King and Dickerson",Finance,Google Cloud,Large,Europe,Standard
223,Acosta and Sons,Retail,Azure,Enterprise,Europe,Standard
224,Schmidt and Sons,Healthcare,Google Cloud,Large,Asia Pacific,Standard
225,"Brown, Smith and Oliver",Retail,Azure,Large,Asia Pacific,Standard
226,Davis and Sons,Technology,AWS,Medium,Europe,Enterprise
227,"Robinson, Hahn and Watkins",Technology,Google Cloud,Large,North America,Premium
228,Taylor and Sons,Finance,Azure,Small,South America,Premium
229,Bailey-Perkins,Retail,Google Cloud,Enterprise,Asia Pacific,Standard
230,Robinson-Leonard,Healthcare,Azure,Small,Asia Pacific,Enterprise
231,Shah Ltd,Healthcare,Google Cloud,Small,South America,Enterprise
232,Harris-Calhoun,Retail,Google Cloud,Enterprise,North America,Standard
233,Kelley-Bowen,Finance,AWS,Large,South America,Standard
234,Leonard Inc,Finance,AWS,Medium,South America,Premium
235,Shaw LLC,Retail,Google Cloud,Enterprise,Europe,Premium
236,Baker PLC,Finance,Azure,Enterprise,Asia Pacific,Standard
237,Gonzalez PLC,Retail,AWS,Enterprise,South America,Standard
238,Collins LLC,Retail,AWS,Large,Asia Pacific,Standard
239,Thomas Group,Technology,Azure,Medium,North America,Premium
240,Vaughan-Stephens,Finance,Google Cloud,Medium,North America,Standard
241,Ochoa-Ramsey,Retail,AWS,Medium,Europe,Standard
242,Clay Group,Manufacturing,AWS,Medium,Europe,Premium
243,Boone LLC,Healthcare,Google Cloud,Small,Asia Pacific,Standard
244,"Fletcher, Davis and Guzman",Healthcare,Google Cloud,Large,Europe,Standard
245,Rodriguez-Alvarez,Finance,AWS,Small,Asia Pacific,Standard
246,"Perry, Hill and May",Manufacturing,Azure,Small,Europe,Premium
247,Reid-Roberson,Finance,AWS,Enterprise,North America,Enterprise
248,Marshall-Hall,Finance,Azure,Enterprise,Asia Pacific,Enterprise
249,"Stewart, Marquez and Gonzalez",Manufacturing,AWS,Enterprise,Europe,Enterprise
250,Zamora PLC,Finance,Google Cloud,Large,South America,Enterprise
251,Kelly and Sons,Finance,AWS,Enterprise,South America,Premium
252,"Davis, Cole and Stewart",Finance,Azure,Enterprise,North America,Standard
253,"Nguyen, Scott and Whitaker",Retail,Google Cloud,Medium,North America,Standard
254,"Wilkerson, Adams and Roy",Retail,Google Cloud,Large,South America,Enterprise
255,"Rivera, Smith and Wilcox",Manufacturing,Azure,Enterprise,South America,Standard
256,Hanson Inc,Finance,Google Cloud,Medium,South America,Premium
257,Bruce-Glover,Healthcare,Azure,Large,South America,Premium
258,"Romero, Navarro and Clark",Technology,Google Cloud,Small,Asia Pacific,Premium
259,Hart Inc,Retail,Google Cloud,Large,Asia Pacific,Standard
260,Padilla Group,Technology,AWS,Small,North America,Standard
261,Levy Ltd,Technology,AWS,Large,Europe,Enterprise
262,Baldwin-Rivera,Finance,Google Cloud,Large,North America,Premium
263,"Garcia, Harper and Fleming",Retail,Google Cloud,Enterprise,North America,Premium
264,Anderson-Hall,Manufacturing,Azure,Large,North America,Enterprise
265,Reynolds-Campbell,Manufacturing,AWS,Medium,South America,Standard
266,Murray-Larson,Finance,Azure,Large,North America,Premium
267,Smith LLC,Manufacturing,AWS,Enterprise,North America,Enterprise
268,"Perry, Bennett and Callahan",Retail,AWS,Medium,Asia Pacific,Enterprise
269,Monroe PLC,Retail,Azure,Large,North America,Standard
270,"Mcmillan, Barnes and Phillips",Healthcare,Google Cloud,Enterprise,North America,Standard
271,Jordan-Hill,Finance,AWS,Medium,South America,Premium
272,Williams Ltd,Technology,Azure,Medium,Asia Pacific,Premium
273,"Taylor, George and Duncan",Retail,Google Cloud,Small,North America,Standard
274,Coffey-Roberson,Healthcare,Google Cloud,Small,North America,Premium
275,"Lester, Stewart and Sandoval",Technology,Google Cloud,Enterprise,South America,Enterprise
276,Thompson-Schroeder,Technology,Azure,Large,Europe,Enterprise
277,Johns-Riley,Finance,Azure,Enterprise,North America,Premium
278,Williams-Meza,Manufacturing,Azure,Large,North America,Standard
279,Rivera-Willis,Technology,Google Cloud,Small,North America,Standard
280,Mason and Sons,Retail,AWS,Medium,Asia Pacific,Premium
281,Pham-Harrison,Retail,AWS,Small,South America,Enterprise
282,Robinson Inc,Technology,AWS,Medium,South America,Enterprise
283,Rice-Owens,Healthcare,Google Cloud,Large,North America,Premium
284,"Collins, Williams and Ward",Finance,Azure,Small,South America,Standard
285,"Collins, Garcia and Adams",Retail,Google Cloud,Enterprise,South America,Enterprise
286,Gibson PLC,Technology,Azure,Small,South America,Standard
287,Cowan-Pruitt,Retail,AWS,Enterprise,Asia Pacific,Standard
288,"Pope, Mcdaniel and Rodriguez",Technology,AWS,Medium,South America,Enterprise
289,Rivas and Sons,Technology,Google Cloud,Small,South America,Premium
290,Scott Ltd,Retail,AWS,Large,Europe,Standard
291,"Owens, Alvarez and Skinner",Manufacturing,Google Cloud,Small,Europe,Premium
292,"Mathis, Hansen and Mercado",Retail,Google Cloud,Medium,Europe,Standard
293,"Larson, Hill and Hicks",Healthcare,Azure,Medium,Europe,Enterprise
294,Foster-Santiago,Healthcare,Google Cloud,Small,Europe,Enterprise
295,Smith-Cantu,Technology,Azure,Enterprise,Asia Pacific,Enterprise
296,Bailey-Fowler,Retail,AWS,Enterprise,North America,Premium
297,Webb Ltd,Technology,Google Cloud,Large,Asia Pacific,Enterprise
298,Jacobs-Turner,Finance,Azure,Small,Asia Pacific,Premium
299,Welch Inc,Technology,AWS,Small,Asia Pacific,Premium
300,"Walker, Harrington and Roberts",Finance,Google Cloud,Small,South America,Premium
301,Lopez-Adams,Manufacturing,Google Cloud,Small,South America,Enterprise
302,Diaz Ltd,Healthcare,Azure,Enterprise,Europe,Standard
303,English and Sons,Technology,AWS,Large,North America,Enterprise
304,Hawkins-Holmes,Healthcare,AWS,Medium,South America,Premium
305,"Curtis, Fletcher and Buckley",Manufacturing,Google Cloud,Medium,Asia Pacific,Premium
306,"Brown, Murphy and Robertson",Retail,Azure,Enterprise,Asia Pacific,Enterprise
307,Marshall-Leach,Manufacturing,AWS,Large,North America,Premium
308,Henderson-Gonzalez,Finance,Google Cloud,Enterprise,Asia Pacific,Premium
309,Hall-Garrison,Manufacturing,AWS,Large,North America,Enterprise
310,Smith-James,Healthcare,Azure,Large,South America,Standard
311,Shaw-Anderson,Manufacturing,Google Cloud,Small,Asia Pacific,Enterprise
312,"Moore, Sandoval and Bailey",Technology,Google Cloud,Large,Europe,Enterprise
313,Curtis-Castillo,Manufacturing,AWS,Enterprise,Asia Pacific,Standard
314,Jones Ltd,Retail,Azure,Medium,Europe,Premium
315,"Molina, Greer and Jackson",Technology,AWS,Medium,Europe,Standard
316,"Bowman, Cox and Hebert",Finance,Azure,Small,North America,Enterprise
317,"Reyes, Mathews and Orozco",Retail,Google Cloud,Medium,South America,Standard
318,Garner PLC,Healthcare,AWS,Medium,South America,Standard
319,"Jarvis, Harrison and Simpson",Technology,Azure,Medium,South America,Enterprise
320,Graham-Hall,Retail,Google Cloud,Enterprise,Europe,Enterprise
321,Day Inc,Healthcare,Azure,Enterprise,Europe,Premium
322,"Hoffman, Ramos and Smith",Manufacturing,Azure,Enterprise,Asia Pacific,Premium
323,Proctor and Sons,Manufacturing,Google Cloud,Enterprise,Europe,Standard
324,"Blackwell, Kennedy and Romero",Manufacturing,AWS,Large,North America,Enterprise
325,"Johnson, Carter and Wong",Technology,Azure,Small,North America,Premium
326,Bowen and Sons,Finance,AWS,Large,South America,Enterprise
327,Johnson-Wilkerson,Healthcare,Azure,Small,Europe,Premium
328,Johnston-Quinn,Retail,AWS,Enterprise,North America,Premium
329,"Hernandez, Smith and Carroll",Manufacturing,Azure,Medium,South America,Standard
330,Carroll-Espinoza,Retail,AWS,Small,Asia Pacific,Standard
331,Johnson and Sons,Retail,AWS,Medium,North America,Premium
332,"White, Oliver and Andrews",Technology,Google Cloud,Medium,South America,Premium
333,Williams PLC,Manufacturing,AWS,Small,North America,Premium
334,Benjamin-Santos,Healthcare,AWS,Enterprise,North America,Premium
335,Nicholson PLC,Healthcare,Azure,Small,North America,Standard
336,"Johnson, Shelton and Reed",Technology,Google Cloud,Enterprise,North America,Standard
337,Miller-Webb,Technology,Google Cloud,Small,Europe,Enterprise
338,Reed Group,Healthcare,Azure,Enterprise,North America,Enterprise
339,Johnson-Bryant,Retail,AWS,Enterprise,Europe,Enterprise
340,Kirby-Richard,Finance,Google Cloud,Large,North America,Enterprise
341,Doyle-Wilson,Manufacturing,Google Cloud,Small,South America,Premium
342,"Lane, Adams and Wells",Finance,Google Cloud,Enterprise,Asia Pacific,Premium
343,"Winters, Pierce and Mcdaniel",Finance,Azure,Small,Asia Pacific,Standard
344,"Stewart, Mcguire and Nicholson",Finance,Google Cloud,Large,Europe,Standard
345,Mejia LLC,Retail,Google Cloud,Large,Europe,Enterprise
346,Brown LLC,Technology,Google Cloud,Enterprise,Europe,Standard
347,Hunt PLC,Finance,Google Cloud,Enterprise,North America,Premium
348,Wallace-Atkins,Healthcare,AWS,Medium,North America,Premium
349,"Mendoza, Torres and Church",Retail,Google Cloud,Enterprise,South America,Premium
350,Madden Group,Finance,Google Cloud,Medium,Asia Pacific,Premium
351,"Evans, Nunez and Brown",Finance,Google Cloud,Large,Asia Pacific,Standard
352,Weaver Inc,Retail,Azure,Enterprise,South America,Premium
353,Brown-Adkins,Retail,AWS,Enterprise,South America,Premium
354,Bennett LLC,Manufacturing,Azure,Small,South America,Standard
355,"Garcia, Anderson and Humphrey",Technology,Google Cloud,Medium,Asia Pacific,Premium
356,Lucas-Bryant,Finance,AWS,Large,Asia Pacific,Premium
357,Crawford-Davis,Technology,Google Cloud,Enterprise,Europe,Enterprise
358,"Oneill, Thompson and Wilson",Technology,Azure,Enterprise,North America,Enterprise
359,"Rice, Gardner and Murphy",Retail,Google Cloud,Enterprise,Asia Pacific,Enterprise
360,Johnson-Peterson,Finance,AWS,Enterprise,Asia Pacific,Enterprise
361,Miller Ltd,Healthcare,AWS,Medium,South America,Standard
362,"Parks, Smith and Terrell",Healthcare,AWS,Medium,Asia Pacific,Premium
363,"Wood, White and Lopez",Technology,Google Cloud,Small,Europe,Enterprise
364,Sanchez Ltd,Technology,Azure,Large,South America,Standard
365,Campbell and Sons,Manufacturing,AWS,Large,South America,Premium
366,Nguyen-Small,Retail,AWS,Small,North America,Enterprise
367,Warren-Munoz,Healthcare,Azure,Enterprise,North America,Premium
368,Torres-Simmons,Retail,Google Cloud,Enterprise,Europe,Enterprise
369,Williams-Miller,Retail,Google Cloud,Enterprise,Europe,Standard
370,Blake Group,Healthcare,AWS,Enterprise,Europe,Enterprise
371,"Graham, Walters and Alvarado",Technology,AWS,Large,Asia Pacific,Enterprise
372,Williams-Lawson,Finance,Google Cloud,Large,Asia Pacific,Standard
373,Gaines PLC,Healthcare,Azure,Medium,North America,Standard
374,"Peterson, King and Miller",Healthcare,AWS,Enterprise,North America,Premium
375,Green-Baxter,Manufacturing,Google Cloud,Large,South America,Enterprise
376,Davis Group,Healthcare,Google Cloud,Small,North America,Premium
377,Myers-Mays,Technology,Google Cloud,Enterprise,South America,Premium
378,Smith Inc,Manufacturing,AWS,Medium,Asia Pacific,Enterprise
379,Marshall LLC,Finance,Azure,Enterprise,Asia Pacific,Standard
380,Woodard-Wright,Manufacturing,Google Cloud,Medium,Europe,Premium
381,"Todd, Lewis and Andrews",Manufacturing,AWS,Small,Europe,Premium
382,Rodriguez LLC,Healthcare,AWS,Large,Europe,Premium
383,Taylor-Kelly,Manufacturing,Azure,Small,Asia Pacific,Standard
384,Baker Inc,Manufacturing,Azure,Medium,Asia Pacific,Enterprise
385,Medina-Lucas,Manufacturing,AWS,Medium,Europe,Standard
386,Mckee Group,Manufacturing,Google Cloud,Large,North America,Standard
387,"Mullen, Wright and Brown",Finance,AWS,Large,Europe,Enterprise
388,Potter LLC,Technology,Google Cloud,Small,South America,Enterprise
