recovery_id,job_id,customer_id,recovery_status,recovery_duration_min
239,4469,90,Failed,47.96
240,4472,90,Successful,84.04
241,4510,91,Successful,61.84
242,4518,91,Successful,99.37
243,4523,91,Failed,122.81
244,4528,91,Partially Successful,127.27
245,4551,92,Partially Successful,166.19
246,4554,92,Partially Successful,26.82
247,4559,92,Failed,57.59
248,4560,92,Successful,20.45
249,4566,92,Successful,160.1
250,4579,92,Successful,79.14
251,4581,92,Partially Successful,140.37
252,4586,92,Partially Successful,28.68
253,4609,93,Failed,55.57
254,4625,93,Failed,125.33
255,4636,93,Failed,68.91
256,4641,93,Successful,100.64
257,4678,94,Partially Successful,178.76
258,4683,94,Partially Successful,22.19
259,4690,94,Failed,119.37
260,4700,94,Successful,167.32
261,4718,95,Successful,39.09
262,4744,95,Successful,176.8
263,4760,96,Successful,146.27
264,4762,96,Successful,51.48
265,4766,96,Failed,59.96
266,4851,98,Partially Successful,63.41
267,4907,99,Successful,79.77
268,4933,99,Successful,57.29
269,4967,100,Successful,142.36
270,4969,100,Partially Successful,174.35
271,4972,100,Partially Successful,97.8
272,4981,100,Failed,94.7
273,4991,100,Successful,40.93
274,4996,100,Successful,115.33
275,5038,101,Failed,133.87
276,5075,102,Partially Successful,177.62
277,5110,103,Failed,96.84
278,5111,103,Partially Successful,166.26
279,5135,103,Partially Successful,125.11
280,5166,104,Partially Successful,177.04
281,5202,105,Partially Successful,27.7
282,5205,105,Partially Successful,89.35
283,5211,105,Partially Successful,132.68
284,5241,105,Partially Successful,85.61
285,5252,106,Partially Successful,34.43
286,5265,106,Partially Successful,53.48
287,5279,106,Failed,138.04
288,5281,106,Failed,151.05
289,5284,106,Failed,55.3
290,5287,106,Failed,72.32
291,5314,107,Failed,92.92
292,5318,107,Successful,129.78
293,5324,107,Partially Successful,115.38
294,5335,107,Successful,23.98
295,5336,107,Failed,57.12
296,5342,107,Partially Successful,122.61
297,5345,107,Partially Successful,121.79
298,5352,108,Partially Successful,28.44
299,5358,108,Successful,175.26
300,5366,108,Successful,31.27
301,5388,108,Failed,103.17
302,5402,109,Successful,151.05
303,5403,109,Successful,139.86
304,5407,109,Failed,73.86
305,5423,109,Successful,99.91
306,5427,109,Successful,161.96
307,5444,109,Failed,167.2
308,5486,110,Successful,105.36
309,5553,112,Failed,135.55
310,5562,112,Partially Successful,151.86
311,5565,112,Successful,162.94
312,5570,112,Partially Successful,38.6
313,5571,112,Partially Successful,155.23
314,5578,112,Successful,131.4
315,5594,112,Partially Successful,75.34
316,5608,113,Partially Successful,124.65
317,5622,113,Successful,102.43
318,5659,114,Successful,46.38
319,5675,114,Successful,118.37
320,5683,114,Successful,80.63
321,5688,114,Partially Successful,101.75
322,5699,114,Successful,150.66
323,5705,115,Failed,160.04
324,5707,115,Failed,81.85
325,5710,115,Successful,73.04
326,5712,115,Successful,135.57
327,5714,115,Partially Successful,107.49
328,5730,115,Successful,162.07
329,5741,115,Successful,80.81
330,5744,115,Failed,94.68
331,5748,115,Failed,32.21
332,5749,115,Successful,148.32
333,5789,116,Failed,79.86
334,5793,116,Partially Successful,100.47
335,5798,116,Failed,65.61
336,5799,116,Successful,118.07
337,5808,117,Failed,158.89
338,5812,117,Partially Successful,161.42
339,5819,117,Failed,104.96
340,5831,117,Successful,115.24
341,5837,117,Successful,121.58
342,5852,118,Failed,20.95
343,5884,118,Partially Successful,162.38
344,5888,118,Partially Successful,35.83
345,5897,118,Partially Successful,60.67
346,5899,118,Failed,103.02
347,5917,119,Successful,177.62
348,5934,119,Failed,88.37
349,6006,121,Failed,90.58
350,6013,121,Successful,177.2
351,6050,121,Successful,86.14
352,6052,122,Successful,43.57
353,6071,122,Successful,30.15
354,6082,122,Successful,77.77
355,6104,123,Partially Successful,116.49
356,6110,123,Successful,84.78
357,6111,123,Failed,91.33
358,6113,123,Failed,149.54
359,6118,123,Failed,107.65
360,6124,123,Partially Successful,81.1
361,6138,123,Partially Successful,48.29
362,6150,123,Successful,134.97
363,6168,124,Successful,101.93
364,6184,124,Failed,104.74
365,6194,124,Successful,142.57
366,6206,125,Partially Successful,150.92
367,6228,125,Partially Successful,59.17
368,6267,126,Successful,122.16
369,6348,127,Failed,60.07
370,6395,128,Partially Successful,161.4
371,6421,129,Partially Successful,166.18
372,6447,129,Partially Successful,50.85
373,6452,130,Successful,72.17
374,6519,131,Successful,76.69
375,6526,131,Successful,27.02
376,6543,131,Failed,62.07
377,6560,132,Successful,23.68
378,6582,132,Successful,66.58
379,6609,133,Successful,34.31
380,6637,133,Successful,47.31
381,6644,133,Failed,27.23
382,6647,133,Partially Successful,79.53
383,6648,133,Failed,146.81
384,6707,135,Partially Successful,115.56
385,6710,135,Partially Successful,37.46
386,6729,135,Successful,75.18
387,6733,135,Partially Successful,30.8
388,6737,135,Failed,175.22
389,6740,135,Partially Successful,151.98
390,6746,135,Failed,36.51
391,6749,135,Successful,101.37
392,6759,136,Partially Successful,151.71
393,6767,136,Successful,92.34
394,6779,136,Failed,173.23
395,6797,136,Successful,98.26
396,6818,137,Partially Successful,33.75
397,6823,137,Failed,132.54
398,6824,137,Failed,154.9
399,6831,137,Successful,57.43
400,6840,137,Successful,87.75
401,6852,138,Partially Successful,174.42
402,6863,138,Failed,167.57
403,6870,138,Partially Successful,143.37
404,6885,138,Successful,58.71
405,6886,138,Partially Successful,40.96
406,6893,138,Successful,20.73
407,6912,139,Successful,165.85
408,6918,139,Partially Successful,119.27
409,6921,139,Successful,125.4
410,6935,139,Partially Successful,172.13
411,6949,139,Successful,25.43
412,6960,140,Successful,105.42
413,6963,140,Failed,75.1
414,6983,140,Failed,151.31
415,6991,140,Partially Successful,130.55
416,6995,140,Partially Successful,49.09
417,6998,140,Failed,63.34
418,7028,141,Failed,133.83
419,7061,142,Failed,59.54
420,7153,144,Failed,131.33
421,7154,144,Successful,110.15
422,7172,144,Failed,89.23
423,7177,144,Successful,78.0
424,7186,144,Successful,78.93
425,7199,144,Failed,71.86
426,7200,144,Partially Successful,145.76
427,7205,145,Successful,138.67
428,7219,145,Partially Successful,23.85
429,7220,145,Partially Successful,83.42
430,7221,145,Successful,165.8
431,7225,145,Failed,21.73
432,7226,145,Failed,107.92
433,7229,145,Partially Successful,171.6
434,7242,145,Failed,31.06
435,7272,146,Partially Successful,129.43
436,7289,146,Partially Successful,169.38
437,7296,146,Successful,142.43
438,7311,147,Partially Successful,132.48
439,7316,147,Failed,86.08
440,7320,147,Successful,116.53
441,7333,147,Successful,158.45
442,7341,147,Successful,72.59
443,7350,147,Partially Successful,59.09
444,7357,148,Partially Successful,71.17
445,7358,148,Successful,34.94
446,7370,148,Successful,70.58
447,7383,148,Partially Successful,103.03
448,7388,148,Partially Successful,44.61
449,7398,148,Successful,111.47
450,7408,149,Successful,103.78
451,7456,150,Partially Successful,64.18
452,7488,150,Partially Successful,133.89
453,7512,151,Successful,176.59
454,7544,151,Successful,62.84
455,7551,152,Successful,69.24
456,7596,152,Failed,99.92
457,7599,152,Failed,94.93
458,7619,153,Partially Successful,50.75
459,7634,153,Successful,147.75
460,7678,154,Failed,156.53
461,7701,155,Successful,152.14
462,7716,155,Successful,37.23
463,7720,155,Failed,25.37
464,7722,155,Failed,141.99
465,7729,155,Successful,126.26
466,7803,157,Successful,157.97
467,7818,157,Failed,25.77
468,7827,157,Partially Successful,54.3
469,7906,159,Partially Successful,142.56
470,7971,160,Failed,93.34
471,8040,161,Successful,117.3
472,8041,161,Successful,167.59
473,8053,162,Successful,125.41
474,8063,162,Partially Successful,160.42
475,8065,162,Successful,171.52
476,8087,162,Partially Successful,160.84
477,8090,162,Partially Successful,122.47
478,8094,162,Partially Successful,57.91
479,8096,162,Successful,90.22
480,8102,163,Successful,27.76
481,8184,164,Successful,146.62
482,8251,166,Partially Successful,125.47
483,8252,166,Failed,159.91
484,8258,166,Failed,97.55
485,8282,166,Partially Successful,120.83
486,8291,166,Failed,137.69
487,8337,167,Partially Successful,57.61
488,8345,167,Partially Successful,87.14
489,8387,168,Partially Successful,126.13
490,8412,169,Successful,75.92
491,8428,169,Successful,130.81
492,8435,169,Successful,115.73
493,8461,170,Partially Successful,21.68
494,8465,170,Partially Successful,101.77
495,8496,170,Failed,176.12
496,8497,170,Successful,83.42
497,8504,171,Failed,158.45
498,8509,171,Partially Successful,143.25
499,8517,171,Partially Successful,143.22
500,8518,171,Failed,43.71
501,8531,171,Failed,168.01
502,8538,171,Partially Successful,124.95
503,8551,172,Partially Successful,123.84
504,8562,172,Successful,80.05
505,8564,172,Partially Successful,166.16
506,8567,172,Partially Successful,110.82
507,8568,172,Successful,173.86
508,8583,172,Partially Successful,50.35
509,8594,172,Successful,178.86
510,8612,173,Failed,50.71
511,8613,173,Successful,152.48
512,8616,173,Successful,21.28
513,8617,173,Failed,99.14
514,8621,173,Successful,40.09
515,8671,174,Successful,68.17
516,8697,174,Failed,66.17
517,8736,175,Failed,23.97
518,8755,176,Partially Successful,76.85
519,8764,176,Partially Successful,66.21
520,8775,176,Partially Successful,150.15
521,8777,176,Successful,151.26
522,8791,176,Partially Successful,173.98
523,8804,177,Failed,154.96
524,8822,177,Failed,31.41
525,8835,177,Successful,97.46
526,8839,177,Partially Successful,143.71
527,8847,177,Successful,61.98
528,8851,178,Partially Successful,46.78
529,8871,178,Successful,62.5
530,8875,178,Failed,146.84
531,8893,178,Partially Successful,65.89
532,8900,178,Partially Successful,179.16
533,8910,179,Successful,122.08
534,8930,179,Successful,73.84
535,8948,179,Partially Successful,111.4
536,8988,180,Partially Successful,147.65
537,8998,180,Partially Successful,109.42
538,9000,180,Failed,146.3
539,9029,181,Partially Successful,75.9
540,9043,181,Partially Successful,78.32
541,9049,181,Failed,108.21
542,9111,183,Partially Successful,143.75
543,9118,183,Failed,139.59
544,9119,183,Failed,141.76
545,9126,183,Partially Successful,172.71
546,9130,183,Successful,169.8
547,9143,183,Successful,101.03
548,9165,184,Failed,147.07
549,9201,185,Partially Successful,34.92
550,9205,185,Partially Successful,43.49
551,9211,185,Partially Successful,142.82
552,9212,185,Failed,37.53
553,9218,185,Failed,54.08
554,9225,185,Successful,100.78
555,9226,185,Failed,156.19
556,9228,185,Failed,156.42
557,9233,185,Partially Successful,153.73
558,9246,185,Partially Successful,127.79
559,9322,187,Failed,71.56
560,9326,187,Partially Successful,161.18
561,9338,187,Partially Successful,127.44
562,9346,187,Partially Successful,84.31
563,9392,188,Partially Successful,21.8
564,9425,189,Failed,24.49
565,9447,189,Partially Successful,123.53
566,9466,190,Partially Successful,147.84
567,9467,190,Partially Successful,32.72
568,9468,190,Successful,136.84
569,9473,190,Failed,85.31
570,9475,190,Successful,93.66
571,9477,190,Successful,66.81
572,9478,190,Failed,153.79
573,9485,190,Partially Successful,148.85
574,9499,190,Failed,69.48
575,9529,191,Failed,67.75
576,9552,192,Failed,66.23
577,9585,192,Partially Successful,46.53
578,9613,193,Partially Successful,128.13
579,9615,193,Failed,121.94
580,9618,193,Successful,90.4
581,9637,193,Successful,78.9
582,9657,194,Partially Successful,63.48
583,9677,194,Partially Successful,33.17
584,9691,194,Failed,93.85
585,9726,195,Partially Successful,115.42
586,9750,195,Partially Successful,126.57
587,9758,196,Successful,42.5
588,9761,196,Failed,115.42
589,9763,196,Successful,138.45
590,9764,196,Failed,79.66
591,9765,196,Failed,115.62
592,9769,196,Partially Successful,102.38
593,9778,196,Successful,80.8
594,9784,196,Partially Successful,76.26
595,9797,196,Failed,103.52
596,9800,196,Successful,69.61
597,9809,197,Successful,155.33
598,9815,197,Partially Successful,87.52
599,9832,197,Failed,38.8
600,9834,197,Partially Successful,94.42
601,9837,197,Failed,140.82
602,9842,197,Successful,29.58
603,9928,199,Failed,100.71
604,10011,201,Partially Successful,169.97
605,10013,201,Failed,27.02
606,10023,201,Failed,22.11
607,10027,201,Failed,44.82
608,10028,201,Partially Successful,136.55
609,10032,201,Successful,45.74
610,10034,201,Failed,22.49
611,10037,201,Failed,144.39
612,10041,201,Successful,69.63
613,10050,201,Partially Successful,63.05
614,10053,202,Failed,91.95
615,10070,202,Failed,67.3
616,10071,202,Partially Successful,47.31
617,10075,202,Failed,146.37
618,10080,202,Partially Successful,74.0
619,10101,203,Partially Successful,84.98
620,10103,203,Failed,67.73
621,10131,203,Failed,57.45
622,10249,205,Partially Successful,42.35
623,10273,206,Failed,70.5
624,10296,206,Failed,169.16
625,10304,207,Failed,154.46
626,10375,208,Failed,41.7
627,10388,208,Partially Successful,53.06
628,10405,209,Successful,84.78
629,10444,209,Partially Successful,42.28
630,10450,209,Partially Successful,157.2
631,10452,210,Failed,157.91
632,10454,210,Partially Successful,119.85
633,10463,210,Failed,142.43
634,10464,210,Partially Successful,130.55
635,10488,210,Successful,175.93
636,10560,212,Failed,68.96
637,10562,212,Failed,103.09
638,10577,212,Partially Successful,101.4
639,10582,212,Partially Successful,93.19
640,10625,213,Successful,79.36
641,10649,213,Failed,174.1
642,10651,214,Partially Successful,95.23
643,10656,214,Failed,141.93
644,10682,214,Failed,95.44
645,10693,214,Failed,51.49
646,10697,214,Failed,177.31
647,10704,215,Failed,127.97
648,10713,215,Successful,105.26
649,10715,215,Failed,171.18
650,10804,217,Failed,37.13
651,10805,217,Partially Successful,26.53
652,10823,217,Partially Successful,100.12
653,10836,217,Partially Successful,86.18
654,10849,217,Partially Successful,167.1
655,10950,219,Failed,168.13
656,10972,220,Failed,153.87
657,10977,220,Failed,178.37
658,11055,222,Partially Successful,103.58
659,11058,222,Partially Successful,107.39
660,11081,222,Successful,28.07
661,11091,222,Partially Successful,150.18
662,11100,222,Successful,128.54
663,11117,223,Successful,164.65
664,11138,223,Partially Successful,157.97
665,11140,223,Partially Successful,23.78
666,11142,223,Partially Successful,64.1
667,11157,224,Failed,39.3
668,11173,224,Partially Successful,134.84
669,11175,224,Failed,65.05
670,11178,224,Partially Successful,44.64
671,11186,224,Partially Successful,61.94
672,11200,224,Failed,148.1
673,11228,225,Partially Successful,109.54
674,11283,226,Failed,69.36
675,11307,227,Partially Successful,25.45
676,11314,227,Successful,30.66
677,11315,227,Failed,68.39
678,11320,227,Successful,56.45
679,11325,227,Failed,70.71
680,11346,227,Successful,64.24
681,11347,227,Failed,138.65
682,11368,228,Partially Successful,99.98
683,11389,228,Failed,37.73
684,11403,229,Successful,151.9
685,11417,229,Failed,179.19
686,11423,229,Successful,25.16
687,11433,229,Failed,25.26
688,11438,229,Successful,38.13
689,11439,229,Successful,162.66
690,11447,229,Partially Successful,34.11
691,11455,230,Partially Successful,101.58
692,11473,230,Failed,165.34
693,11500,230,Failed,27.04
694,11578,232,Failed,124.83
695,11583,232,Successful,41.82
696,11592,232,Successful,70.13
697,11603,233,Failed,46.74
698,11614,233,Failed,24.99
699,11641,233,Successful,118.55
700,11658,234,Failed,72.03
701,11662,234,Successful,83.16
702,11707,235,Partially Successful,42.35
703,11708,235,Failed,41.75
704,11744,235,Successful,40.47
705,11759,236,Partially Successful,170.89
706,11775,236,Successful,79.8
707,11793,236,Successful,142.79
708,11804,237,Failed,98.67
709,11805,237,Partially Successful,168.66
710,11811,237,Partially Successful,27.28
711,11812,237,Partially Successful,37.55
712,11821,237,Failed,164.6
713,11828,237,Successful,146.82
714,11834,237,Successful,27.94
715,11843,237,Failed,172.07
716,11845,237,Failed,153.36
717,11847,237,Successful,74.75
718,11850,237,Partially Successful,26.22
719,11864,238,Successful,139.35
720,11871,238,Successful,78.31
721,11876,238,Successful,143.35
722,11902,239,Failed,108.64
723,11916,239,Failed,144.82
724,11918,239,Failed,53.92
725,11924,239,Failed,70.6
726,11951,240,Partially Successful,172.14
727,11961,240,Partially Successful,110.27
728,11993,240,Partially Successful,100.9
729,11995,240,Failed,166.97
730,12010,241,Failed,44.8
731,12024,241,Failed,140.25
732,12048,241,Failed,112.81
733,12068,242,Successful,33.33
734,12115,243,Failed,144.37
735,12128,243,Failed,32.7
736,12174,244,Failed,126.65
737,12193,244,Partially Successful,81.11
738,12213,245,Failed,120.39
739,12214,245,Successful,89.67
740,12240,245,Successful,126.67
741,12261,246,Failed,32.88
742,12282,246,Failed,41.7
743,12293,246,Partially Successful,100.55
744,12301,247,Failed,157.74
745,12305,247,Partially Successful,81.14
746,12308,247,Failed,152.2
747,12320,247,Partially Successful,79.28
748,12322,247,Failed,68.47
749,12329,247,Partially Successful,33.8
750,12332,247,Partially Successful,162.09
751,12333,247,Partially Successful,55.67
752,12334,247,Partially Successful,145.34
753,12375,248,Partially Successful,130.76
754,12380,248,Partially Successful,72.81
755,12389,248,Partially Successful,24.87
756,12392,248,Partially Successful,178.03
757,12405,249,Successful,86.09
758,12409,249,Failed,51.53
759,12410,249,Successful,39.23
760,12412,249,Partially Successful,48.44
761,12414,249,Failed,134.88
762,12421,249,Partially Successful,94.79
763,12431,249,Failed,57.98
764,12433,249,Failed,25.17
765,12436,249,Successful,45.16
766,12443,249,Successful,168.31
767,12448,249,Partially Successful,67.81
768,12463,250,Successful,47.04
769,12496,250,Partially Successful,165.42
770,12506,251,Successful,164.93
771,12508,251,Successful,60.0
772,12512,251,Successful,179.04
773,12518,251,Failed,73.11
774,12543,251,Failed,120.95
775,12559,252,Successful,135.02
776,12564,252,Partially Successful,117.53
777,12571,252,Successful,123.26
778,12582,252,Failed,43.97
779,12589,252,Failed,89.8
780,12591,252,Failed,138.51
781,12644,253,Partially Successful,123.9
782,12699,254,Partially Successful,179.34
783,12723,255,Partially Successful,120.03
784,12724,255,Failed,77.93
785,12726,255,Failed,72.06
786,12739,255,Successful,117.4
787,12745,255,Partially Successful,158.95
788,12788,256,Successful,53.22
789,12818,257,Failed,35.27
790,12825,257,Successful,24.11
791,12847,257,Successful,138.71
792,12912,259,Successful,138.77
793,12913,259,Failed,116.78
794,12924,259,Failed,74.13
795,12960,260,Failed,149.91
796,12975,260,Partially Successful,121.02
797,13001,261,Successful,138.41
798,13003,261,Partially Successful,167.77
799,13007,261,Failed,108.19
800,13008,261,Successful,21.8
801,13015,261,Failed,38.0
802,13020,261,Successful,71.23
803,13023,261,Failed,174.19
804,13043,261,Successful,116.74
805,13049,261,Successful,28.73
806,13053,262,Partially Successful,148.26
807,13064,262,Successful,80.25
808,13075,262,Failed,148.82
809,13080,262,Successful,139.58
810,13088,262,Partially Successful,110.48
811,13096,262,Failed,141.28
812,13108,263,Successful,147.44
813,13109,263,Failed,163.26
814,13119,263,Partially Successful,20.17
815,13136,263,Successful,93.89
816,13137,263,Failed,41.3
817,13139,263,Failed,22.12
818,13141,263,Successful,149.45
819,13147,263,Failed,107.44
820,13188,264,Partially Successful,113.41
821,13189,264,Successful,121.4
822,13190,264,Failed,20.2
823,13197,264,Failed,63.59
824,13222,265,Failed,121.59
825,13239,265,Failed,34.5
826,13240,265,Partially Successful,163.36
827,13266,266,Failed,144.95
828,13269,266,Partially Successful,177.25
829,13286,266,Successful,129.49
830,13297,266,Successful,102.08
831,13308,267,Partially Successful,42.85
832,13309,267,Partially Successful,47.84
833,13319,267,Failed,51.0
834,13330,267,Successful,94.42
835,13358,268,Partially Successful,150.34
836,13378,268,Successful,89.1
837,13401,269,Successful,156.87
838,13418,269,Successful,78.1
839,13421,269,Partially Successful,123.62
840,13432,269,Partially Successful,120.33
841,13436,269,Partially Successful,164.97
842,13453,270,Failed,32.06
843,13459,270,Partially Successful,108.02
844,13461,270,Failed,108.69
845,13486,270,Partially Successful,99.01
846,13497,270,Successful,61.88
847,13579,272,Failed,133.02
848,13630,273,Successful,79.69
849,13688,274,Successful,164.18
850,13701,275,Partially Successful,24.59
851,13709,275,Successful,131.7
852,13725,275,Partially Successful,57.19
853,13726,275,Successful,173.58
854,13727,275,Successful,135.17
855,13733,275,Partially Successful,134.14
856,13737,275,Failed,94.0
857,13747,275,Partially Successful,35.52
858,13764,276,Successful,118.41
859,13776,276,Failed,88.57
860,13781,276,Failed,125.73
861,13797,276,Successful,95.94
862,13801,277,Failed,140.96
863,13803,277,Partially Successful,61.45
864,13823,277,Partially Successful,145.23
865,13834,277,Successful,96.19
866,13837,277,Successful,172.52
867,13853,278,Partially Successful,94.09
868,13880,278,Partially Successful,177.29
869,13894,278,Successful,170.02
870,13899,278,Failed,156.73
871,13934,279,Failed,93.25
872,13951,280,Failed,109.98
873,13953,280,Partially Successful,136.19
