job_id,customer_id,backup_date,backup_size_gb,backup_status,backup_duration_min,recovery_time_min,storage_cost_usd,cloud_provider,region
115,3,2025-01-15,65.95,Success,0.66,0.792,1.32,AWS,North America
116,3,2025-01-16,269.67,Success,2.7,3.24,5.39,AWS,North America
117,3,2025-01-17,187.11,Success,1.87,2.244,3.74,AWS,North America
118,3,2025-01-18,56.59,Success,0.57,0.6839999999999999,1.13,AWS,North America
119,3,2025-01-19,149.25,Success,1.49,1.788,2.98,AWS,North America
120,3,2025-01-20,241.25,Success,2.41,2.892,4.83,AWS,North America
121,3,2025-01-21,70.81,Success,0.71,0.852,1.42,AWS,North America
122,3,2025-01-22,115.61,Success,1.16,1.392,2.31,AWS,North America
123,3,2025-01-23,88.82,Success,0.89,1.068,1.78,AWS,North America
124,3,2025-01-24,213.71,Success,2.14,2.568,4.27,AWS,North America
125,3,2025-01-25,271.37,Success,2.71,3.252,5.43,AWS,North America
126,3,2025-01-26,127.34,Success,1.27,1.524,2.55,AWS,North America
127,3,2025-01-27,111.85,Success,1.12,1.344,2.24,AWS,North America
128,3,2025-01-28,121.04,Success,1.21,1.452,2.42,AWS,North America
129,3,2025-01-29,206.62,Success,2.07,2.4839999999999995,4.13,AWS,North America
130,3,2025-01-30,82.82,Success,0.83,0.9959999999999999,1.66,AWS,North America
131,3,2025-01-31,259.63,Success,2.6,3.12,5.19,AWS,North America
132,3,2025-02-01,57.14,Success,0.57,0.6839999999999999,1.14,AWS,North America
133,3,2025-02-02,215.89,Success,2.16,2.592,4.32,AWS,North America
134,3,2025-02-03,265.09,Success,2.65,3.1799999999999997,5.3,AWS,North America
135,3,2025-02-04,131.3,Success,1.31,1.572,2.63,AWS,North America
136,3,2025-02-05,169.04,Success,1.69,2.028,3.38,AWS,North America
137,3,2025-02-06,293.75,Success,2.94,3.528,5.88,AWS,North America
138,3,2025-02-07,185.15,Success,1.85,2.22,3.7,AWS,North America
139,3,2025-02-08,118.1,Success,1.18,1.416,2.36,AWS,North America
140,3,2025-02-09,161.21,Success,1.61,1.932,3.22,AWS,North America
141,3,2025-02-10,292.39,Success,2.92,3.504,5.85,AWS,North America
142,3,2025-02-11,224.41,Success,2.24,2.688,4.49,AWS,North America
143,3,2025-02-12,94.26,Success,0.94,1.128,1.89,AWS,North America
144,3,2025-02-13,199.4,Success,1.99,2.388,3.99,AWS,North America
145,3,2025-02-14,207.76,Success,2.08,2.496,4.16,AWS,North America
146,3,2025-02-15,208.96,Success,2.09,2.5079999999999996,4.18,AWS,North America
147,3,2025-02-16,191.0,Success,1.91,2.292,3.82,AWS,North America
148,3,2025-02-17,180.86,Success,1.81,2.172,3.62,AWS,North America
149,3,2025-02-18,209.88,Success,2.1,2.52,4.2,AWS,North America
150,3,2025-02-19,127.42,Success,1.27,1.524,2.55,AWS,North America
151,4,2025-01-01,136.79,Success,1.37,1.6440000000000001,2.74,Google Cloud,Europe
152,4,2025-01-02,184.92,Success,1.85,2.22,3.7,Google Cloud,Europe
153,4,2025-01-03,251.18,Success,2.51,3.0119999999999996,5.02,Google Cloud,Europe
154,4,2025-01-04,160.47,Success,1.6,1.92,3.21,Google Cloud,Europe
155,4,2025-01-05,141.45,Failed,1.41,0.0,2.83,Google Cloud,Europe
156,4,2025-01-06,114.95,Success,1.15,1.38,2.3,Google Cloud,Europe
157,4,2025-01-07,125.89,Success,1.26,1.512,2.52,Google Cloud,Europe
158,4,2025-01-08,50.02,Success,0.5,0.6,1.0,Google Cloud,Europe
159,4,2025-01-09,253.84,Success,2.54,3.048,5.08,Google Cloud,Europe
160,4,2025-01-10,261.99,Success,2.62,3.144,5.24,Google Cloud,Europe
161,4,2025-01-11,135.97,Success,1.36,1.6320000000000001,2.72,Google Cloud,Europe
162,4,2025-01-12,167.3,Success,1.67,2.004,3.35,Google Cloud,Europe
163,4,2025-01-13,52.08,Success,0.52,0.624,1.04,Google Cloud,Europe
164,4,2025-01-14,280.52,Success,2.81,3.372,5.61,Google Cloud,Europe
165,4,2025-01-15,286.74,Success,2.87,3.444,5.73,Google Cloud,Europe
166,4,2025-01-16,169.27,Success,1.69,2.028,3.39,Google Cloud,Europe
167,4,2025-01-17,52.28,Success,0.52,0.624,1.05,Google Cloud,Europe
168,4,2025-01-18,157.61,Success,1.58,1.896,3.15,Google Cloud,Europe
169,4,2025-01-19,123.23,Success,1.23,1.476,2.46,Google Cloud,Europe
170,4,2025-01-20,107.8,Success,1.08,1.296,2.16,Google Cloud,Europe
171,4,2025-01-21,51.8,Success,0.52,0.624,1.04,Google Cloud,Europe
172,4,2025-01-22,143.41,Success,1.43,1.716,2.87,Google Cloud,Europe
173,4,2025-01-23,152.93,Success,1.53,1.8359999999999999,3.06,Google Cloud,Europe
174,4,2025-01-24,190.14,Success,1.9,2.28,3.8,Google Cloud,Europe
175,4,2025-01-25,148.69,Success,1.49,1.788,2.97,Google Cloud,Europe
176,4,2025-01-26,90.82,Success,0.91,1.092,1.82,Google Cloud,Europe
177,4,2025-01-27,234.28,Success,2.34,2.808,4.69,Google Cloud,Europe
178,4,2025-01-28,147.43,Success,1.47,1.764,2.95,Google Cloud,Europe
179,4,2025-01-29,144.59,Success,1.45,1.74,2.89,Google Cloud,Europe
180,4,2025-01-30,115.75,Success,1.16,1.392,2.31,Google Cloud,Europe
181,4,2025-01-31,155.56,Success,1.56,1.8719999999999999,3.11,Google Cloud,Europe
182,4,2025-02-01,109.89,Success,1.1,1.32,2.2,Google Cloud,Europe
183,4,2025-02-02,241.13,Success,2.41,2.892,4.82,Google Cloud,Europe
184,4,2025-02-03,277.49,Success,2.77,3.324,5.55,Google Cloud,Europe
185,4,2025-02-04,251.89,Success,2.52,3.024,5.04,Google Cloud,Europe
186,4,2025-02-05,221.16,Success,2.21,2.6519999999999997,4.42,Google Cloud,Europe
187,4,2025-02-06,121.17,Success,1.21,1.452,2.42,Google Cloud,Europe
188,4,2025-02-07,235.73,Success,2.36,2.832,4.71,Google Cloud,Europe
189,4,2025-02-08,252.2,Success,2.52,3.024,5.04,Google Cloud,Europe
190,4,2025-02-09,153.23,Success,1.53,1.8359999999999999,3.06,Google Cloud,Europe
191,4,2025-02-10,263.37,Success,2.63,3.1559999999999997,5.27,Google Cloud,Europe
192,4,2025-02-11,95.6,Success,0.96,1.152,1.91,Google Cloud,Europe
193,4,2025-02-12,122.4,Success,1.22,1.464,2.45,Google Cloud,Europe
194,4,2025-02-13,209.22,Success,2.09,2.5079999999999996,4.18,Google Cloud,Europe
195,4,2025-02-14,204.43,Success,2.04,2.448,4.09,Google Cloud,Europe
196,4,2025-02-15,118.03,Success,1.18,1.416,2.36,Google Cloud,Europe
197,4,2025-02-16,205.69,Success,2.06,2.472,4.11,Google Cloud,Europe
198,4,2025-02-17,96.95,Success,0.97,1.164,1.94,Google Cloud,Europe
199,4,2025-02-18,54.85,Success,0.55,0.66,1.1,Google Cloud,Europe
200,4,2025-02-19,62.41,Success,0.62,0.744,1.25,Google Cloud,Europe
201,5,2025-01-01,941.96,Success,9.42,11.304,18.84,Azure,South America
202,5,2025-01-02,523.13,Success,5.23,6.276000000000001,10.46,Azure,South America
203,5,2025-01-03,422.73,Success,4.23,5.0760000000000005,8.45,Azure,South America
204,5,2025-01-04,623.03,Success,6.23,7.476,12.46,Azure,South America
205,5,2025-01-05,1158.24,Success,11.58,13.895999999999999,23.16,Azure,South America
206,5,2025-01-06,1172.53,Success,11.73,14.076,23.45,Azure,South America
207,5,2025-01-07,579.37,Success,5.79,6.9479999999999995,11.59,Azure,South America
208,5,2025-01-08,480.82,Success,4.81,5.771999999999999,9.62,Azure,South America
209,5,2025-01-09,892.3,Success,8.92,10.703999999999999,17.85,Azure,South America
210,5,2025-01-10,710.3,Success,7.1,8.52,14.21,Azure,South America
211,5,2025-01-11,673.89,Success,6.74,8.088,13.48,Azure,South America
212,5,2025-01-12,1259.35,Success,12.59,15.107999999999999,25.19,Azure,South America
213,5,2025-01-13,1497.56,Success,14.98,17.976,29.95,Azure,South America
214,5,2025-01-14,856.42,Success,8.56,10.272,17.13,Azure,South America
215,5,2025-01-15,1249.71,Success,12.5,15.0,24.99,Azure,South America
216,5,2025-01-16,696.3,Success,6.96,8.352,13.93,Azure,South America
217,5,2025-01-17,1312.26,Success,13.12,15.743999999999998,26.25,Azure,South America
218,5,2025-01-18,1441.97,Success,14.42,17.304,28.84,Azure,South America
219,5,2025-01-19,367.25,Success,3.67,4.404,7.34,Azure,South America
220,5,2025-01-20,1230.78,Success,12.31,14.772,24.62,Azure,South America
221,5,2025-01-21,385.66,Success,3.86,4.632,7.71,Azure,South America
222,5,2025-01-22,864.18,Success,8.64,10.368,17.28,Azure,South America
223,5,2025-01-23,530.63,Success,5.31,6.371999999999999,10.61,Azure,South America
224,5,2025-01-24,1309.85,Success,13.1,15.719999999999999,26.2,Azure,South America
225,5,2025-01-25,1280.7,Success,12.81,15.372,25.61,Azure,South America
226,5,2025-01-26,1293.9,Success,12.94,15.527999999999999,25.88,Azure,South America
227,5,2025-01-27,446.35,Failed,4.46,0.0,8.93,Azure,South America
228,5,2025-01-28,1221.77,Success,12.22,14.664,24.44,Azure,South America
229,5,2025-01-29,598.75,Success,5.99,7.188,11.97,Azure,South America
230,5,2025-01-30,1225.47,Success,12.25,14.7,24.51,Azure,South America
231,5,2025-01-31,831.55,Success,8.32,9.984,16.63,Azure,South America
232,5,2025-02-01,1185.14,Success,11.85,14.219999999999999,23.7,Azure,South America
233,5,2025-02-02,340.21,Success,3.4,4.08,6.8,Azure,South America
234,5,2025-02-03,853.0,Success,8.53,10.235999999999999,17.06,Azure,South America
235,5,2025-02-04,1225.2,Success,12.25,14.7,24.5,Azure,South America
236,5,2025-02-05,925.37,Success,9.25,11.1,18.51,Azure,South America
237,5,2025-02-06,1478.54,Success,14.79,17.747999999999998,29.57,Azure,South America
238,5,2025-02-07,867.39,Success,8.67,10.404,17.35,Azure,South America
239,5,2025-02-08,1117.73,Success,11.18,13.415999999999999,22.35,Azure,South America
240,5,2025-02-09,674.53,Success,6.75,8.1,13.49,Azure,South America
241,5,2025-02-10,687.68,Success,6.88,8.256,13.75,Azure,South America
242,5,2025-02-11,1055.0,Success,10.55,12.66,21.1,Azure,South America
243,5,2025-02-12,350.62,Success,3.51,4.212,7.01,Azure,South America
244,5,2025-02-13,1424.91,Success,14.25,17.099999999999998,28.5,Azure,South America
245,5,2025-02-14,925.11,Success,9.25,11.1,18.5,Azure,South America
246,5,2025-02-15,603.98,Success,6.04,7.247999999999999,12.08,Azure,South America
247,5,2025-02-16,1066.22,Success,10.66,12.792,21.32,Azure,South America
248,5,2025-02-17,538.47,Failed,5.38,0.0,10.77,Azure,South America
249,5,2025-02-18,1365.02,Failed,13.65,0.0,27.3,Azure,South America
250,5,2025-02-19,1336.39,Success,13.36,16.032,26.73,Azure,South America
251,6,2025-01-01,561.35,Success,5.61,6.732,11.23,AWS,South America
252,6,2025-01-02,435.51,Success,4.36,5.232,8.71,AWS,South America
253,6,2025-01-03,1059.49,Success,10.59,12.708,21.19,AWS,South America
254,6,2025-01-04,689.42,Success,6.89,8.267999999999999,13.79,AWS,South America
255,6,2025-01-05,500.83,Success,5.01,6.012,10.02,AWS,South America
256,6,2025-01-06,631.32,Success,6.31,7.571999999999999,12.63,AWS,South America
257,6,2025-01-07,443.58,Success,4.44,5.328,8.87,AWS,South America
258,6,2025-01-08,1246.97,Success,12.47,14.964,24.94,AWS,South America
259,6,2025-01-09,310.72,Success,3.11,3.7319999999999998,6.21,AWS,South America
260,6,2025-01-10,350.39,Success,3.5,4.2,7.01,AWS,South America
261,6,2025-01-11,1240.17,Success,12.4,14.879999999999999,24.8,AWS,South America
262,6,2025-01-12,870.32,Failed,8.7,0.0,17.41,AWS,South America
263,6,2025-01-13,1015.45,Success,10.15,12.18,20.31,AWS,South America
264,6,2025-01-14,745.68,Success,7.46,8.952,14.91,AWS,South America
265,6,2025-01-15,407.38,Success,4.07,4.884,8.15,AWS,South America
266,6,2025-01-16,489.24,Success,4.89,5.867999999999999,9.78,AWS,South America
267,6,2025-01-17,409.68,Success,4.1,4.919999999999999,8.19,AWS,South America
268,6,2025-01-18,1042.37,Success,10.42,12.504,20.85,AWS,South America
269,6,2025-01-19,1417.02,Success,14.17,17.003999999999998,28.34,AWS,South America
270,6,2025-01-20,1496.37,Success,14.96,17.952,29.93,AWS,South America
271,6,2025-01-21,1050.16,Success,10.5,12.6,21.0,AWS,South America
272,6,2025-01-22,371.73,Success,3.72,4.464,7.43,AWS,South America
273,6,2025-01-23,1073.49,Success,10.73,12.876,21.47,AWS,South America
274,6,2025-01-24,1141.59,Success,11.42,13.703999999999999,22.83,AWS,South America
275,6,2025-01-25,1249.76,Success,12.5,15.0,25.0,AWS,South America
276,6,2025-01-26,450.99,Success,4.51,5.412,9.02,AWS,South America
277,6,2025-01-27,579.21,Success,5.79,6.9479999999999995,11.58,AWS,South America
278,6,2025-01-28,1478.01,Success,14.78,17.735999999999997,29.56,AWS,South America
279,6,2025-01-29,1246.27,Success,12.46,14.952,24.93,AWS,South America
280,6,2025-01-30,1208.04,Success,12.08,14.495999999999999,24.16,AWS,South America
281,6,2025-01-31,1266.63,Success,12.67,15.203999999999999,25.33,AWS,South America
282,6,2025-02-01,826.46,Success,8.26,9.911999999999999,16.53,AWS,South America
283,6,2025-02-02,531.56,Success,5.32,6.384,10.63,AWS,South America
284,6,2025-02-03,1127.1,Success,11.27,13.524,22.54,AWS,South America
285,6,2025-02-04,729.8,Success,7.3,8.76,14.6,AWS,South America
286,6,2025-02-05,461.68,Success,4.62,5.544,9.23,AWS,South America
287,6,2025-02-06,1378.4,Success,13.78,16.535999999999998,27.57,AWS,South America
288,6,2025-02-07,882.36,Success,8.82,10.584,17.65,AWS,South America
289,6,2025-02-08,825.0,Success,8.25,9.9,16.5,AWS,South America
290,6,2025-02-09,653.66,Success,6.54,7.848,13.07,AWS,South America
291,6,2025-02-10,1136.45,Success,11.36,13.632,22.73,AWS,South America
292,6,2025-02-11,527.73,Success,5.28,6.336,10.55,AWS,South America
293,6,2025-02-12,523.95,Success,5.24,6.288,10.48,AWS,South America
294,6,2025-02-13,717.2,Success,7.17,8.604,14.34,AWS,South America
295,6,2025-02-14,1178.88,Success,11.79,14.147999999999998,23.58,AWS,South America
296,6,2025-02-15,630.39,Success,6.3,7.56,12.61,AWS,South America
297,6,2025-02-16,1297.62,Success,12.98,15.576,25.95,AWS,South America
298,6,2025-02-17,1397.37,Success,13.97,16.764,27.95,AWS,South America
299,6,2025-02-18,965.42,Success,9.65,11.58,19.31,AWS,South America
300,6,2025-02-19,382.65,Success,3.83,4.596,7.65,AWS,South America
301,7,2025-01-01,486.03,Success,4.86,5.832,9.72,AWS,Asia Pacific
302,7,2025-01-02,654.81,Success,6.55,7.859999999999999,13.1,AWS,Asia Pacific
303,7,2025-01-03,616.02,Success,6.16,7.3919999999999995,12.32,AWS,Asia Pacific
304,7,2025-01-04,740.54,Success,7.41,8.892,14.81,AWS,Asia Pacific
305,7,2025-01-05,300.86,Success,3.01,3.6119999999999997,6.02,AWS,Asia Pacific
306,7,2025-01-06,1065.63,Failed,10.66,0.0,21.31,AWS,Asia Pacific
307,7,2025-01-07,754.85,Success,7.55,9.059999999999999,15.1,AWS,Asia Pacific
308,7,2025-01-08,522.64,Success,5.23,6.276000000000001,10.45,AWS,Asia Pacific
309,7,2025-01-09,322.46,Success,3.22,3.864,6.45,AWS,Asia Pacific
310,7,2025-01-10,1328.2,Success,13.28,15.935999999999998,26.56,AWS,Asia Pacific
311,7,2025-01-11,1231.22,Success,12.31,14.772,24.62,AWS,Asia Pacific
312,7,2025-01-12,586.54,Success,5.87,7.044,11.73,AWS,Asia Pacific
313,7,2025-01-13,1165.2,Success,11.65,13.98,23.3,AWS,Asia Pacific
314,7,2025-01-14,1089.95,Failed,10.9,0.0,21.8,AWS,Asia Pacific
315,7,2025-01-15,946.75,Success,9.47,11.364,18.93,AWS,Asia Pacific
316,7,2025-01-16,764.99,Success,7.65,9.18,15.3,AWS,Asia Pacific
317,7,2025-01-17,928.88,Success,9.29,11.147999999999998,18.58,AWS,Asia Pacific
318,7,2025-01-18,897.06,Success,8.97,10.764000000000001,17.94,AWS,Asia Pacific
319,7,2025-01-19,961.76,Success,9.62,11.543999999999999,19.24,AWS,Asia Pacific
320,7,2025-01-20,1035.65,Success,10.36,12.431999999999999,20.71,AWS,Asia Pacific
321,7,2025-01-21,687.12,Success,6.87,8.244,13.74,AWS,Asia Pacific
322,7,2025-01-22,1069.08,Success,10.69,12.828,21.38,AWS,Asia Pacific
323,7,2025-01-23,432.56,Success,4.33,5.196,8.65,AWS,Asia Pacific
324,7,2025-01-24,927.84,Success,9.28,11.136,18.56,AWS,Asia Pacific
325,7,2025-01-25,380.02,Success,3.8,4.56,7.6,AWS,Asia Pacific
326,7,2025-01-26,1302.23,Success,13.02,15.623999999999999,26.04,AWS,Asia Pacific
327,7,2025-01-27,455.73,Success,4.56,5.4719999999999995,9.11,AWS,Asia Pacific
328,7,2025-01-28,1348.19,Success,13.48,16.176,26.96,AWS,Asia Pacific
329,7,2025-01-29,542.49,Success,5.42,6.504,10.85,AWS,Asia Pacific
330,7,2025-01-30,882.44,Success,8.82,10.584,17.65,AWS,Asia Pacific
331,7,2025-01-31,418.5,Success,4.18,5.015999999999999,8.37,AWS,Asia Pacific
332,7,2025-02-01,985.21,Success,9.85,11.819999999999999,19.7,AWS,Asia Pacific
333,7,2025-02-02,1303.56,Success,13.04,15.647999999999998,26.07,AWS,Asia Pacific
334,7,2025-02-03,1089.51,Success,10.9,13.08,21.79,AWS,Asia Pacific
335,7,2025-02-04,930.99,Success,9.31,11.172,18.62,AWS,Asia Pacific
336,7,2025-02-05,1141.58,Success,11.42,13.703999999999999,22.83,AWS,Asia Pacific
337,7,2025-02-06,607.13,Success,6.07,7.284,12.14,AWS,Asia Pacific
338,7,2025-02-07,739.62,Success,7.4,8.88,14.79,AWS,Asia Pacific
339,7,2025-02-08,1027.14,Success,10.27,12.324,20.54,AWS,Asia Pacific
340,7,2025-02-09,385.05,Success,3.85,4.62,7.7,AWS,Asia Pacific
341,7,2025-02-10,1416.25,Success,14.16,16.992,28.32,AWS,Asia Pacific
342,7,2025-02-11,550.49,Success,5.5,6.6,11.01,AWS,Asia Pacific
343,7,2025-02-12,889.69,Success,8.9,10.68,17.79,AWS,Asia Pacific
344,7,2025-02-13,1367.72,Success,13.68,16.416,27.35,AWS,Asia Pacific
